Flight ID,Flight Number,Airline,Plane,Origin City,Origin Airport,Origin Code,Origin Country,Destination City,Destination Airport,Destination Code,Destination Country,Departure Time,Arrival Time,Duration (Hours),Operating Days,Economy Fare (USD),Business Fare (USD),First Fare (USD),Route Type,Distance Category
8029,FL8029,Emirates,EK4,London,Heathrow Airport,LHR,United Kingdom,Dubai,Dubai International Airport,DXB,United Arab Emirates,20:40,06:35,9.92,Thursday,123348.0,,269127.0,International,Long-haul
8030,FL8030,Emirates,EK2,London,Heathrow Airport,LHR,United Kingdom,Dubai,Dubai International Airport,DXB,United Arab Emirates,14:20,00:20,10.00,Monday,123348.0,,,International,Long-haul
8031,FL8031,Emirates,EK32,London,Heathrow Airport,LHR,United Kingdom,Dubai,Dubai International Airport,DXB,United Arab Emirates,19:50,05:50,10.00,Monday,123348.0,,269127.0,International,Long-haul
8032,FL8032,Emirates,EK8,London,Heathrow Airport,LHR,United Kingdom,Dubai,Dubai International Airport,DXB,United Arab Emirates,09:05,19:10,10.08,Monday,123348.0,,269127.0,International,Long-haul
8033,FL8033,Virgin Atlantic,VS23,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,16:30,19:45,3.25,Wednesday,100911.0,278749.0,806086.0,International,Medium-haul
8034,FL8034,Iberia Airways,IB7439,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,11:40,14:55,3.25,Friday,123628.0,268819.0,,International,Medium-haul
8035,FL8035,Virgin Atlantic,VS7,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,10:30,13:45,3.25,Friday,124421.0,,,International,Medium-haul
8036,FL8036,Virgin Atlantic,VS23,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,16:30,19:45,3.25,Friday,128031.0,,,International,Medium-haul
8037,FL8037,Virgin Atlantic,VS23,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,16:30,19:45,3.25,Tuesday,131200.0,278749.0,874497.0,International,Medium-haul
8039,FL8039,Iberia Airways,IB7429,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,16:10,19:20,3.17,Friday,135338.0,,,International,Medium-haul
8040,FL8040,United Airlines,UA935,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,16:15,19:20,3.08,Sunday,135867.0,266548.0,814531.0,International,Medium-haul
8041,FL8041,Finnair,AY4014,London,Heathrow Airport,LHR,United Kingdom,Los Angeles,Los Angeles International Airport,LAX,United States,11:50,15:15,3.42,Tuesday,211689.0,,,International,Medium-haul
8042,FL8042,United Airlines,UA959,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,15:20,18:15,2.92,Friday,116910.0,,733305.0,International,Short-haul
8043,FL8043,Iberia Airways,IB7451,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,10:25,13:10,2.75,Tuesday,120633.0,,,International,Short-haul
8044,FL8044,Finnair,AY5787,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,12:15,15:05,2.83,Tuesday,123758.0,,,International,Short-haul
8045,FL8045,United Airlines,UA959,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,15:20,18:15,2.92,Thursday,142620.0,,733305.0,International,Short-haul
8046,FL8046,Lufthansa,LH9356,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,15:20,18:15,2.92,Sunday,151594.0,,,International,Short-haul
8047,FL8047,United Airlines,UA959,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,15:20,18:15,2.92,Wednesday,174352.0,214525.0,733305.0,International,Short-haul
8048,FL8048,United Airlines,UA929,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,08:30,11:20,2.83,Wednesday,201138.0,212090.0,733305.0,International,Short-haul
8049,FL8049,United Airlines,UA928,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,13:05,16:00,2.92,Wednesday,201799.0,212090.0,733305.0,International,Short-haul
8050,FL8050,Lufthansa,LH9348,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,08:30,11:20,2.83,Wednesday,202348.0,,,International,Short-haul
8051,FL8051,Iberia Airways,IB4209,London,Heathrow Airport,LHR,United Kingdom,Chicago,O'Hare International Airport,ORD,United States,12:15,15:05,2.83,Monday,523571.0,,678396.0,International,Short-haul
8052,FL8052,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Sunday,143133.0,288045.0,,International,Long-haul
8053,FL8053,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Friday,143133.0,288974.0,,International,Long-haul
8054,FL8054,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Thursday,165050.0,288974.0,,International,Long-haul
8055,FL8055,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Saturday,216418.0,,,International,Long-haul
8056,FL8056,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Wednesday,216418.0,288974.0,712967.0,International,Long-haul
8057,FL8057,Japan Airlines,JL44,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:20,17:25,22.08,Wednesday,277441.0,231205.0,,International,Long-haul
8058,FL8058,Japan Airlines,JL44,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:20,17:25,22.08,Tuesday,277441.0,230342.0,581064.0,International,Long-haul
8059,FL8059,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Monday,282307.0,209360.0,511313.0,International,Long-haul
8060,FL8060,All Nippon Airways,NH212,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:00,16:35,21.58,Tuesday,282373.0,,,International,Long-haul
8061,FL8061,Japan Airlines,JL44,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:20,17:25,22.08,Monday,284296.0,336743.0,585514.0,International,Long-haul
8062,FL8062,Japan Airlines,JL44,London,Heathrow Airport,LHR,United Kingdom,Tokyo,Haneda Airport,HND,Japan,19:20,17:25,22.08,Friday,567778.0,,581064.0,International,Long-haul
8063,FL8063,British Airways,BA304,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,07:20,09:35,2.25,Wednesday,13392.0,,31714.0,International,Short-haul
8064,FL8064,British Airways,BA328,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,18:35,20:55,2.33,Wednesday,13392.0,,,International,Short-haul
8065,FL8065,British Airways,BA326,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,20:45,23:10,2.42,Wednesday,13392.0,,44983.0,International,Short-haul
8066,FL8066,British Airways,BA328,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,18:30,20:50,2.33,Thursday,15016.0,,30898.0,International,Short-haul
8067,FL8067,British Airways,BA320,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,16:40,19:00,2.33,Monday,15016.0,,,International,Short-haul
8068,FL8068,British Airways,BA326,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,20:35,23:00,2.42,Thursday,15224.0,,37634.0,International,Short-haul
8069,FL8069,British Airways,BA304,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,07:20,09:35,2.25,Wednesday,15879.0,,31714.0,International,Short-haul
8070,FL8070,British Airways,BA320,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,16:50,19:10,2.33,Tuesday,15879.0,,,International,Short-haul
8071,FL8071,British Airways,BA328,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,18:35,20:55,2.33,Wednesday,15879.0,,,International,Short-haul
8072,FL8072,British Airways,BA328,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,18:20,20:40,2.33,Tuesday,15879.0,,,International,Short-haul
8073,FL8073,British Airways,BA326,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,20:35,23:00,2.42,Thursday,15879.0,,37634.0,International,Short-haul
8074,FL8074,British Airways,BA316,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,14:20,16:40,2.33,Tuesday,16309.0,,,International,Short-haul
8075,FL8075,British Airways,BA322,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,17:00,19:20,2.33,Monday,16309.0,,,International,Short-haul
8076,FL8076,British Airways,BA316,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,15:00,17:20,2.33,Thursday,16633.0,,,International,Short-haul
8077,FL8077,British Airways,BA308,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,11:00,13:20,2.33,Tuesday,17172.0,,,International,Short-haul
8078,FL8078,British Airways,BA306,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,08:55,11:15,2.33,Wednesday,17711.0,,,International,Short-haul
8079,FL8079,British Airways,BA326,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,20:45,23:10,2.42,Wednesday,17711.0,,44983.0,International,Short-haul
8080,FL8080,British Airways,BA322,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,17:20,19:35,2.25,Wednesday,19651.0,,35286.0,International,Short-haul
8081,FL8081,British Airways,BA320,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,17:00,19:20,2.33,Thursday,23100.0,,,International,Short-haul
8082,FL8082,British Airways,BA316,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,15:05,17:25,2.33,Monday,23100.0,,,International,Short-haul
8083,FL8083,British Airways,BA326,London,Heathrow Airport,LHR,United Kingdom,Paris,Charles de Gaulle International Airport,CDG,France,20:35,23:00,2.42,Saturday,23847.0,,,International,Short-haul
8084,FL8084,Flybe,BE1223,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,11:20,13:45,2.42,Wednesday,12282.0,,,International,Short-haul
8085,FL8085,Flybe,BE1229,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:20,22:45,2.42,Sunday,13235.0,,,International,Short-haul
8086,FL8086,Flybe,BE1223,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,11:20,13:45,2.42,Sunday,13235.0,,,International,Short-haul
8087,FL8087,Flybe,BE1229,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:20,22:45,2.42,Wednesday,13235.0,,,International,Short-haul
8088,FL8088,British Airways,BA444,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,19:25,21:45,2.33,Tuesday,13588.0,,36001.0,International,Short-haul
8089,FL8089,British Airways,BA428,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,06:40,09:05,2.42,Wednesday,16448.0,,39063.0,International,Short-haul
8090,FL8090,British Airways,BA442,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,18:00,20:20,2.33,Tuesday,16550.0,,,International,Short-haul
8091,FL8091,British Airways,BA440,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,15:55,18:15,2.33,Tuesday,17079.0,,,International,Short-haul
8092,FL8092,British Airways,BA444,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,19:35,21:55,2.33,Wednesday,18138.0,,33755.0,International,Short-haul
8093,FL8093,Flybe,BE1229,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:20,22:45,2.42,Monday,18212.0,,,International,Short-haul
8094,FL8094,Flybe,BE1229,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:20,22:45,2.42,Tuesday,18212.0,,,International,Short-haul
8095,FL8095,British Airways,BA428,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,06:40,09:05,2.42,Sunday,18774.0,,34265.0,International,Short-haul
8096,FL8096,KLM,KL1030,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,19:15,21:25,2.17,Tuesday,19079.0,,46587.0,International,Short-haul
8097,FL8097,KLM,KL1030,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,19:15,21:25,2.17,Monday,19079.0,,46587.0,International,Short-haul
8098,FL8098,KLM,KL1028,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:55,23:05,2.17,Monday,19079.0,,46587.0,International,Short-haul
8099,FL8099,KLM,KL1018,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,14:45,16:55,2.17,Monday,19079.0,,46587.0,International,Short-haul
8100,FL8100,KLM,KL1024,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,18:35,20:50,2.25,Tuesday,19079.0,,,International,Short-haul
8101,FL8101,KLM,KL1020,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,16:05,18:20,2.25,Monday,19079.0,,46587.0,International,Short-haul
8102,FL8102,KLM,KL1032,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,20:25,22:40,2.25,Tuesday,19079.0,,46587.0,International,Short-haul
8103,FL8103,KLM,KL1018,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,14:45,17:00,2.25,Tuesday,19079.0,,,International,Short-haul
8104,FL8104,KLM,KL1010,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,11:45,14:05,2.33,Tuesday,19079.0,,46587.0,International,Short-haul
8105,FL8105,KLM,KL1008,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,09:55,12:15,2.33,Monday,19079.0,,,International,Short-haul
8106,FL8106,KLM,KL1010,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,11:45,14:05,2.33,Monday,19079.0,,46587.0,International,Short-haul
8107,FL8107,KLM,KL1008,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,09:55,12:15,2.33,Tuesday,19079.0,,46587.0,International,Short-haul
8108,FL8108,KLM,KL1022,London,Heathrow Airport,LHR,United Kingdom,Amsterdam,Amsterdam Airport Schiphol,AMS,Netherlands,17:10,19:35,2.42,Tuesday,19079.0,,46587.0,International,Short-haul
8109,FL8109,Finnair,AY5779,London,Heathrow Airport,LHR,United Kingdom,Dallas,Dallas-Fort Worth International Airport,DFW,United States,13:50,18:05,4.25,Monday,137294.0,,,International,Medium-haul
8110,FL8110,Finnair,AY5779,London,Heathrow Airport,LHR,United Kingdom,Dallas,Dallas-Fort Worth International Airport,DFW,United States,13:50,18:05,4.25,Friday,147312.0,,,International,Medium-haul
8112,FL8112,Finnair,AY5493,London,Heathrow Airport,LHR,United Kingdom,Dallas,Dallas-Fort Worth International Airport,DFW,United States,13:05,17:00,3.92,Friday,172269.0,214015.0,,International,Medium-haul
8134,FL8134,British Airways,BA914,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,17:10,19:55,2.75,Wednesday,18695.0,,36511.0,International,Short-haul
8135,FL8135,Lufthansa,LH919,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,19:30,22:10,2.67,Wednesday,20168.0,,35529.0,International,Short-haul
8136,FL8136,British Airways,BA902,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,07:05,09:40,2.58,Monday,21174.0,,45391.0,International,Short-haul
8137,FL8137,British Airways,BA916,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,19:40,22:20,2.67,Wednesday,21464.0,,35389.0,International,Short-haul
8138,FL8138,British Airways,BA916,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,19:45,22:25,2.67,Monday,22671.0,,,International,Short-haul
8139,FL8139,British Airways,BA902,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,07:05,09:45,2.67,Friday,22671.0,,36511.0,International,Short-haul
8140,FL8140,Lufthansa,LH911,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,16:30,19:05,2.58,Wednesday,22826.0,,54411.0,International,Short-haul
8141,FL8141,British Airways,BA908,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,13:45,16:30,2.75,Thursday,23545.0,,36511.0,International,Short-haul
8142,FL8142,Lufthansa,LH905,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,11:30,14:05,2.58,Thursday,23711.0,,36411.0,International,Short-haul
8143,FL8143,Lufthansa,LH905,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,11:30,14:05,2.58,Tuesday,23724.0,,34585.0,International,Short-haul
8144,FL8144,Lufthansa,LH911,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,16:30,19:05,2.58,Tuesday,23724.0,,54186.0,International,Short-haul
8145,FL8145,Lufthansa,LH907,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,13:30,16:05,2.58,Tuesday,23724.0,,34585.0,International,Short-haul
8146,FL8146,British Airways,BA904,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,11:00,13:45,2.75,Monday,25045.0,,,International,Short-haul
8147,FL8147,Lufthansa,LH911,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,16:30,19:05,2.58,Monday,25261.0,,,International,Short-haul
8148,FL8148,Lufthansa,LH915,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,17:30,20:05,2.58,Monday,25261.0,,,International,Short-haul
8149,FL8149,Lufthansa,LH901,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,09:30,12:05,2.58,Wednesday,25261.0,,,International,Short-haul
8150,FL8150,Lufthansa,LH919,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,19:30,22:10,2.67,Monday,25261.0,,,International,Short-haul
8151,FL8151,British Airways,BA914,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,17:10,19:55,2.75,Wednesday,25742.0,,36511.0,International,Short-haul
8152,FL8152,British Airways,BA916,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,19:40,22:20,2.67,Thursday,27717.0,,36511.0,International,Short-haul
8153,FL8153,British Airways,BA904,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,11:00,13:45,2.75,Thursday,27717.0,,43044.0,International,Short-haul
8154,FL8154,British Airways,BA908,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,13:45,16:30,2.75,Thursday,28375.0,,36511.0,International,Short-haul
8155,FL8155,Lufthansa,LH925,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,08:30,11:05,2.58,Thursday,28651.0,,,International,Short-haul
8156,FL8156,British Airways,BA912,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,16:10,18:55,2.75,Thursday,28924.0,,42431.0,International,Short-haul
8157,FL8157,British Airways,BA910,London,Heathrow Airport,LHR,United Kingdom,Frankfurt,Frankfurt am Main International Airport,FRA,Germany,15:10,17:55,2.75,Thursday,28924.0,,42431.0,International,Short-haul
8158,FL8158,British Airways,BA676,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,10:25,16:35,6.17,Monday,53895.0,,99741.0,International,Long-haul
8159,FL8159,British Airways,BA688,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,12:55,19:05,6.17,Monday,61135.0,,99741.0,International,Long-haul
8160,FL8160,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,17:40,23:55,6.25,Wednesday,65523.0,,80349.0,International,Long-haul
8161,FL8161,British Airways,BA676,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,10:30,16:40,6.17,Wednesday,66949.0,,99741.0,International,Long-haul
8162,FL8162,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,18:15,00:30,6.25,Thursday,69911.0,,99741.0,International,Long-haul
8163,FL8163,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,17:40,23:55,6.25,Monday,76699.0,,99741.0,International,Long-haul
8164,FL8164,British Airways,BA676,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,10:30,16:35,6.08,Thursday,78039.0,,99741.0,International,Long-haul
8165,FL8165,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,17:40,23:55,6.25,Friday,78039.0,,99741.0,International,Long-haul
8166,FL8166,British Airways,BA676,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,10:30,16:35,6.08,Thursday,78139.0,,99741.0,International,Long-haul
8167,FL8167,British Airways,BA688,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,12:55,19:05,6.17,Wednesday,78139.0,,99741.0,International,Long-haul
8168,FL8168,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,17:40,23:55,6.25,Monday,78139.0,,99741.0,International,Long-haul
8169,FL8169,British Airways,BA680,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,18:15,00:30,6.25,Tuesday,78139.0,,99741.0,International,Long-haul
8170,FL8170,Turkish Airlines,TK1986,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,16:30,22:20,5.83,Tuesday,80818.0,,,International,Medium-haul
8171,FL8171,Turkish Airlines,TK1972,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,18:20,00:10,5.83,Wednesday,80818.0,,,International,Medium-haul
8172,FL8172,Turkish Airlines,TK1986,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,16:30,22:20,5.83,Monday,80818.0,,,International,Medium-haul
8173,FL8173,Turkish Airlines,TK1990,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,13:40,19:30,5.83,Tuesday,96670.0,,139576.0,International,Medium-haul
8174,FL8174,Turkish Airlines,TK1980,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,11:25,17:15,5.83,Tuesday,96670.0,,,International,Medium-haul
8175,FL8175,Turkish Airlines,TK1972,London,Heathrow Airport,LHR,United Kingdom,Istanbul,Istanbul AtatÃ¼rk Airport,IST,Turkey,18:20,00:10,5.83,Tuesday,97221.0,,,International,Medium-haul
8176,FL8176,Air India,AI112,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,21:30,10:45,13.25,Tuesday,77930.0,,269583.0,International,Long-haul
8177,FL8177,British Airways,BA143,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,10:05,23:30,13.42,Wednesday,85089.0,,196605.0,International,Long-haul
8178,FL8178,Air India,AI162,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,13:15,02:20,13.08,Wednesday,86965.0,,208732.0,International,Long-haul
8179,FL8179,Air India,AI112,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,21:30,10:40,13.17,Wednesday,86965.0,,269583.0,International,Long-haul
8180,FL8180,Virgin Atlantic,VS302,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,11:05,00:40,13.58,Wednesday,87973.0,240920.0,389621.0,International,Long-haul
8181,FL8181,Virgin Atlantic,VS302,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,11:05,00:40,13.58,Tuesday,87973.0,240920.0,,International,Long-haul
8182,FL8182,Virgin Atlantic,VS302,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,11:05,00:40,13.58,Thursday,87973.0,250860.0,389621.0,International,Long-haul
8183,FL8183,Air India,AI134,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,12:30,01:30,13.00,Tuesday,88221.0,,269583.0,International,Long-haul
8184,FL8184,Air India,AI162,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,09:45,22:50,13.08,Monday,88221.0,,208500.0,International,Long-haul
8185,FL8185,Virgin Atlantic,VS302,London,Heathrow Airport,LHR,United Kingdom,Delhi,Indira Gandhi International Airport,DEL,India,11:05,00:40,13.58,Monday,88535.0,240920.0,,International,Long-haul
